"X","taxon","kingdom","phylum","class","order","family","genus"
499,"Melanotaenium endogenum","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Melanotaeniaceae","Melanotaenium"
751,"Microbotryum intermedium","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryaceae","Microbotryum"
847,"Microbotryum lychnidis-dioicae","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryaceae","Microbotryum"
188,"Microdochium bolleyi","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Amphisphaeriaceae","Microdochium"
91,"Moesziomyces antarcticus","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Moesziomyces"
94,"Moesziomyces aphidis","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Moesziomyces"
1208,"Monascus purpureus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Monascaceae","Monascus"
1285,"Monascus ruber","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Monascaceae","Monascus"
1104,"Moniliophthora perniciosa","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Moniliophthora"
1272,"Moniliophthora roreri","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Moniliophthora"
486,"Mutinus elegans","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Mutinus"
639,"Mycosphaerella graminicola","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria"
195,"Neocosmospora boninensis","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neocosmospora"
1089,"Neofusicoccum parvum","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum"
1263,"Obba rivulosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Obba"
202,"Olpidium bornovanus","Fungi","Chytridiomycota","Chytridiomycetes","Olpidiales","Olpidiaceae","Olpidium"
1006,"Ophiostoma novo-ulmi","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Ophiostoma"
1119,"Ophiostoma piceae","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Pesotum"
1121,"Ophiostoma piliferum","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Ceratocystis"
998,"Paecilomyces niveus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Byssochlamys"
1146,"Parauncinula polyspora","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Parauncinula"
314,"Penicillium chrysogenum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
451,"Penicillium digitatum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
521,"Penicillium expansum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
573,"Penicillium freii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
620,"Penicillium glabrum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
761,"Penicillium italicum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
1057,"Penicillium oxalicum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
1141,"Penicillium polonicum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
1355,"Penicillium solitum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
537,"Pestalotiopsis fici","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis"
45,"Phaeoacremonium aleophilum","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae","Phaeoacremonium"
307,"Phaeomoniella chlamydospora","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Phaeomoniella"
1138,"Phaeosphaeria poagena","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria"
1060,"Phakopsora pachyrhizi","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Phakopsoraceae","Phakopsora"
717,"Phellinus igniarius","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus"
1009,"Phellinus noxius","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Pyrrhoderma"
225,"Phlebia brevispora","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia"
951,"Phoma multirostrata","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,"Ectophoma"
1576,"Phoma tracheiphila","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus"
331,"Phyllosticta citriasiana",NA,NA,NA,NA,NA,NA
333,"Phyllosticta citricarpa","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae","Phyllosticta"
334,"Phyllosticta citrichinaensis",NA,NA,NA,NA,NA,NA
1071,"Phyllosticta paracitricarpa","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae","Phyllosticta"
896,"Pichia membranifaciens","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia"
329,"Polychaeton citri","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae","Polychaeton"
315,"Porodaedalea chrysoloma","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus"
744,"Protomyces inouyei","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Protomyces"
954,"Pseudocercospora musae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella"
979,"Pseudoidium neolycopersici","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Pseudoidium"
708,"Pseudovirgaria hyperparasitica","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,"Pseudovirgaria"
377,"Puccinia coronata","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
642,"Puccinia graminis","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
1496,"Puccinia striiformis","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
1586,"Puccinia triticina","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia"
848,"Pyrenochaeta lycopersici","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pseudopyrenochaetaceae","Pseudopyrenochaeta"
1544,"Pyrenophora teres","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora"
173,"Resinicium bicolor","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Resinicium"
1017,"Rhamphospora nymphaeae","Fungi","Basidiomycota","Exobasidiomycetes","Doassansiales","Rhamphosporaceae","Rhamphospora"
1604,"Rhizina undulata","Fungi","Ascomycota","Pezizomycetes","Pezizales","Rhizinaceae","Rhizina"
1353,"Rhizoctonia solani","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia"
31,"Rhynchosporium agropyri","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Rhynchosporium"
1321,"Rhynchosporium secalis","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Rhynchosporium"
1293,"Rhytidhysteron rufulum","Fungi","Ascomycota","Dothideomycetes","Patellariales","Patellariaceae","Rhytidhysteron"
536,"Rickenella fibula","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Rickenella"
969,"Rosellinia necatrix","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Rosellinia"
1493,"Sarocladium strictum","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Sarocladium"
200,"Sclerotinia borealis","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia"
1315,"Sclerotinia sclerotiorum","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia"
782,"Serpula lacrymans","Fungi","Basidiomycota","Agaricomycetes","Boletales","Serpulaceae","Serpula"
697,"Setomelanomma holmii","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setomelanomma"
1596,"Setosphaeria turcica","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum"
1235,"Sistotrema raduloides","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Sistotrema"
803,"Sparassis latifolia","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Sparassidaceae","Sparassis"
1248,"Sporisorium reilianum","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Sporisorium"
999,"Stagonospora nodorum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora"
849,"Stemphylium lycopersici","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium"
1225,"Syncephalastrum racemosum","Fungi","Zygomycota","Mucoromycetes","Mucorales","Syncephalastraceae","Syncephalastrum"
433,"Taphrina deformans","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina"
1152,"Taphrina populi-salicis","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina"
1011,"Teratosphaeria nubilosa","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella"
422,"Testicularia cyperi","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Anthracoideaceae","Testicularia"
273,"Tilletia caries","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia"
367,"Tilletia controversa","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia"
732,"Tilletia indica","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia"
1672,"Tilletia walkeri","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia"
82,"Tilletiaria anomala","Fungi","Basidiomycota","Exobasidiomycetes","Georgefischeriales","Tilletiariaceae","Tilletiaria"
882,"Trametes maxima","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes"
905,"Trametes meyenii","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes"
1133,"Trichoderma pleuroti","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma"
1020,"Urocystis occulta","Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Urocystidaceae","Urocystis"
1161,"Urocystis primulicola","Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Urocystidaceae","Urocystis"
619,"Ustanciosporium gigantosporum","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Anthracoideaceae","Ustanciosporium"
1651,"Ustilaginoidea virens","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Ustilaginoidea"
700,"Ustilago hordei","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago"
883,"Ustilago maydis","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago"
867,"Valsa mali","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","Cytospora"
479,"Venturia effusa","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia"
726,"Venturia inaequalis","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia"
1128,"Venturia pirina",NA,NA,NA,NA,NA,NA
47,"Verticillium alfalfae","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium"
423,"Verticillium dahliae","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium"
831,"Verticillium longisporum","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium"
1068,"Violaceomyces palustris","Fungi","Basidiomycota","Ustilaginomycetes","Violaceomycetales","Violaceomycetaceae","Violaceomyces"
1663,"Volvariella volvacea","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Volvariella"
349,"Wolfiporia cocos","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Macrohyporia"
1257,"Zopfia rhizophila","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Zopfiaceae","Zopfia"
115,"Zymoseptoria ardabiliae","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria"
1182,"Zymoseptoria pseudotritici","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria"
955,"Amanita muscaria","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita"
507,"Rhizoscyphus ericae","Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Pezoloma"
1492,"Acremonium strictum","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Sarocladium"
828,"Alternaria longipes","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
1542,"Alternaria tenuissima","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria"
518,"Boeremia exigua","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Boeremia"
1465,"Cladosporium sphaerospermum","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium"
17,"Colletotrichum acutatum","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum"
547,"Colletotrichum fioriniae","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum"
628,"Colletotrichum gloeosporioides","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum"
1039,"Colletotrichum orbiculare","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum"
1301,"Colletotrichum salicis","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum"
282,"Corynespora cassiicola","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Corynesporascaceae","Corynespora"
428,"Daldinia decipiens","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Daldinia"
672,"Diaporthe helianthi","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Phomopsis"
990,"Epicoccum nigrum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum"
16,"Glomerella acutata","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum"
323,"Glomerella cingulata","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum"
571,"Hypoxylon fragiforme","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon"
598,"Hypoxylon fuscum","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon"
1288,"Hypoxylon rubiginosum","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon"
446,"Kretzschmaria deusta","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Kretzschmaria"
1115,"Macrophomina phaseolina","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Macrophomina"
1191,"Metschnikowia pulcherrima","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia"
1226,"Mucor racemosus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
1336,"Nemania serpens","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania"
218,"Penicillium brevicompactum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
854,"Periconia macrospinosa","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia"
263,"Phyllosticta capitalensis","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae","Phyllosticta"
403,"Plectosphaerella cucumerina","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella"
1166,"Saccharata proteae","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Saccharataceae","Saccharata"
404,"Thanatephorus cucumeris","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia"
796,"Thermomyces lanuginosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces"
827,"Trichoderma longibrachiatum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma"
77,"Truncatella angustata","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Bartaliniaceae","Truncatella"
402,"Xylaria cubensis","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria"
667,"Trichoderma harzianum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma"
277,"Cladophialophora carrionii","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora"
328,"Mucor circinelloides","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
650,"Penicillium griseofulvum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
850,"Rhinocladiella mackenziei","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella"
914,"Rhizopus microsporus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus"
1164,"Fusarium proliferatum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium"
1638,"Fusarium verticillioides","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium"
661,"Nectria haematococca","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neocosmospora"
741,"Acaromyces ingoldii","Fungi","Basidiomycota","Exobasidiomycetes",NA,NA,"Acaromyces"
8,"Acidothrix acidophila","Fungi","Ascomycota","Sordariomycetes","Amplistromatales","Amplistromataceae","Acidothrix"
44,"Acremonium alcalophilum","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Sodiomyces"
709,"Agaricostilbum hyphaenes","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Sterigmatomyces"
182,"Agaricus bisporus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus"
1157,"Agrocybe praecox","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Agrocybe"
777,"Aliquandostipite khaoyaiensis","Fungi","Ascomycota","Dothideomycetes","Jahnulales","Aliquandostipitaceae","Aliquandostipite"
1559,"Amanita thiersii","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Saproamanita"
814,"Amniculicola lignicola","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Amniculicola"
497,"Amylocarpus encephaloides","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Amylocarpus"
1509,"Amylocorticium subincarnatum","Fungi","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Amylocorticium"
208,"Annulohypoxylon bovei","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Annulohypoxylon"
939,"Annulohypoxylon moriforme","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Annulohypoxylon"
40,"Anomoloma albolutescens","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Anomoloma"
773,"Anomoporia kamtschatica","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Anomoporia"
1348,"Antrodia sinuosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Amyloporia"
336,"Antrodiella citrinella","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Flaviporus"
1183,"Aphanobasidium pseudotsugae","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pterulaceae","Aphanobasidium"
288,"Armillaria cepistipes","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria"
476,"Armillaria ectypa","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria"
961,"Armillaria nabsnona","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria"
720,"Ascobolus immersus","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus"
987,"Ascodesmis nigricans","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Ascodesmis"
11,"Aspergillus acristatulus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
26,"Aspergillus affinis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
49,"Aspergillus allahabadii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
58,"Aspergillus ambiguus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
66,"Aspergillus amoeneus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
72,"Aspergillus amylovorus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
124,"Aspergillus arxii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
128,"Aspergillus assulatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
129,"Aspergillus astellatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
141,"Aspergillus aurantiobrunneus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
142,"Aspergillus aureofulgens","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
143,"Aspergillus aureolatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
144,"Aspergillus aureoluteus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
145,"Aspergillus aureoterreus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
179,"Aspergillus biplanus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
183,"Aspergillus bisporus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
205,"Aspergillus botucatensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
220,"Aspergillus brevijanus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
221,"Aspergillus brevipes","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
250,"Aspergillus californicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
259,"Aspergillus caninus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
261,"Aspergillus capensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
275,"Aspergillus carlsbadensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
297,"Aspergillus cervinus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
312,"Aspergillus chrysellus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
344,"Aspergillus cleistominutus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
372,"Aspergillus coreanus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
390,"Aspergillus cretensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
397,"Aspergillus crustosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
411,"Aspergillus cumulatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
441,"Aspergillus dentatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
444,"Aspergillus desertorum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
465,"Aspergillus dromiae","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
469,"Aspergillus duricaulis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
480,"Aspergillus egyptiacus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
527,"Aspergillus falconensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
531,"Aspergillus ferenczii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
540,"Aspergillus filifera","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
557,"Aspergillus floccosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
559,"Aspergillus flocculosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
562,"Aspergillus floridensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
569,"Aspergillus foveolata","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
574,"Aspergillus frequens","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
578,"Aspergillus fructiculosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
587,"Aspergillus fumisynnematus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
593,"Aspergillus funiculosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
602,"Aspergillus galapagensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
613,"Aspergillus germanicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
618,"Aspergillus giganteus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
647,"Aspergillus granulosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
663,"Aspergillus haitiensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
685,"Aspergillus heterothallicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
716,"Aspergillus igneus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
